EVENT_ID  ISSUE_ID  TYPE        CREATION_DATE           ACTOR            TITLE

​ 4020135916 45037 | renamed | 2020-11-20T10:07:11Z | wanghao0225 | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
​ 4021365159 45045 | assigned | 2020-11-20T15:15:09Z | Saduf2019 | XLA tests compiled even when XLA is not enabled
​ 4021365025 45045 | labeled | 2020-11-20T15:15:07Z | Flamefire | XLA tests compiled even when XLA is not enabled
​ 4021246904 43186 | closed | 2020-11-20T14:50:13Z | RavitejaBadugu | error when trying to modify code to train  on tpu's.
​ 4021208739 44226 | closed | 2020-11-20T14:41:58Z | tensorflow-butler[bot] | linux go1.12.2 tensorflow 2.3.1 installation error
​ 4021208685 44611 | closed | 2020-11-20T14:41:57Z | tensorflow-butler[bot] | Where is the TRTEngine saved? 
​ 4021070564 44946 | closed | 2020-11-20T14:11:08Z | connect2robiul | ValueError: Shapes (None, 1) and (None, 10) are incompatible
​ 4021061014 45044 | assigned | 2020-11-20T14:08:59Z | ravikyram | OP_REQUIRES failed at conv_ops.cc:1106 : Not found: No algorithm worked!
​ 4021060888 45044 | labeled | 2020-11-20T14:08:57Z | Harsh188 | OP_REQUIRES failed at conv_ops.cc:1106 : Not found: No algorithm worked!
​ 4020966632 42082 | subscribed | 2020-11-20T13:46:08Z | MeghnaNatraj | QAT conversion RuntimeError: Quantization not yet supported for op: 'DEQUANTIZE' issue with tf-nightly
​ 4020966627 42082 | mentioned | 2020-11-20T13:46:08Z | MeghnaNatraj | QAT conversion RuntimeError: Quantization not yet supported for op: 'DEQUANTIZE' issue with tf-nightly
​ 4020946823 44792 | labeled | 2020-11-20T13:41:55Z | tensorflow-butler[bot] | How to fastly convert numpy array into TensorFlow tensor in TF 2.x
​ 4020923903 45042 | unlabeled | 2020-11-20T13:36:09Z | kokoro-team | Fix typo in reshape.cc
​ 4020920856 45042 | moved_columns_in_project | 2020-11-20T13:35:23Z | gbaned | Fix typo in reshape.cc
​ 4020920600 45042 | labeled | 2020-11-20T13:35:19Z | tensorflow-butler[bot] | Fix typo in reshape.cc
​ 4020920597 45042 | labeled | 2020-11-20T13:35:19Z | tensorflow-butler[bot] | Fix typo in reshape.cc
​ 4020919387 45042 | review_requested | 2020-11-20T13:35:03Z | gbaned | Fix typo in reshape.cc
​ 4020916787 45042 | added_to_project | 2020-11-20T13:34:23Z | gbaned | Fix typo in reshape.cc
​ 4020916555 45042 | labeled | 2020-11-20T13:34:19Z | gbaned | Fix typo in reshape.cc
​ 4020916204 45042 | assigned | 2020-11-20T13:34:13Z | gbaned | Fix typo in reshape.cc
​ 4020915217 45040 | review_requested | 2020-11-20T13:33:56Z | gbaned | TFLu: Suppress compiler error for generated segfault
​ 4020913595 45040 | added_to_project | 2020-11-20T13:33:32Z | gbaned | TFLu: Suppress compiler error for generated segfault
​ 4020913283 45040 | labeled | 2020-11-20T13:33:28Z | gbaned | TFLu: Suppress compiler error for generated segfault
​ 4020913281 45040 | labeled | 2020-11-20T13:33:28Z | gbaned | TFLu: Suppress compiler error for generated segfault
​ 4020910331 45040 | assigned | 2020-11-20T13:32:46Z | gbaned | TFLu: Suppress compiler error for generated segfault
​ 4020909562 45039 | review_requested | 2020-11-20T13:32:33Z | gbaned | Fixed typo in documentation
​ 4020906920 45039 | added_to_project | 2020-11-20T13:31:52Z | gbaned | Fixed typo in documentation
​ 4020906739 45039 | labeled | 2020-11-20T13:31:49Z | gbaned | Fixed typo in documentation
​ 4020906214 45039 | assigned | 2020-11-20T13:31:40Z | gbaned | Fixed typo in documentation
​ 4020898005 45031 | review_requested | 2020-11-20T13:29:27Z | gbaned | [INTEL_MKL] Enable MatMul + Bias + LeakyRelu fusion
​ 4020897626 45031 | added_to_project | 2020-11-20T13:29:21Z | gbaned | [INTEL_MKL] Enable MatMul + Bias + LeakyRelu fusion
​ 4020897393 45031 | labeled | 2020-11-20T13:29:18Z | gbaned | [INTEL_MKL] Enable MatMul + Bias + LeakyRelu fusion
​ 4020896385 45031 | assigned | 2020-11-20T13:29:04Z | gbaned | [INTEL_MKL] Enable MatMul + Bias + LeakyRelu fusion
​ 4020895983 45029 | added_to_project | 2020-11-20T13:28:57Z | gbaned | Update PCRE library from 8.42 to 8.44
​ 4020895225 45029 | assigned | 2020-11-20T13:28:46Z | gbaned | Update PCRE library from 8.42 to 8.44
​ 4020894364 45027 | added_to_project | 2020-11-20T13:28:32Z | gbaned | Fixed typo in documentation
​ 4020894155 45027 | labeled | 2020-11-20T13:28:29Z | gbaned | Fixed typo in documentation
​ 4020893816 45027 | assigned | 2020-11-20T13:28:23Z | gbaned | Fixed typo in documentation
​ 4020892744 45022 | added_to_project | 2020-11-20T13:28:06Z | gbaned | [XLA] Lower TF/XLA overhead by creating less objects
 4020892278 45022 | labeled | 2020-11-20T13:27:59Z | gbaned | [XLA] Lower TF/XLA overhead by creating less objects
 4020891613 45022 | assigned | 2020-11-20T13:27:49Z | gbaned | [XLA] Lower TF/XLA overhead by creating less objects
 4020888574 45015 | review_requested | 2020-11-20T13:27:05Z | gbaned | Do not call tf.shape on a ragged tensor when computing losses.
 4020887974 45015 | unlabeled | 2020-11-20T13:26:55Z | gbaned | Do not call tf.shape on a ragged tensor when computing losses.
 4020887741 45015 | added_to_project | 2020-11-20T13:26:51Z | gbaned | Do not call tf.shape on a ragged tensor when computing losses.
 4020887400 45015 | labeled | 2020-11-20T13:26:45Z | gbaned | Do not call tf.shape on a ragged tensor when computing losses.
 4020886964 45015 | assigned | 2020-11-20T13:26:37Z | gbaned | Do not call tf.shape on a ragged tensor when computing losses.
 4020861958 44802 | subscribed | 2020-11-20T13:20:03Z | impjdi | TFLite: GPU delegate (OpenCL) not copying output data from GPU to CPU.
 4020861956 44802 | mentioned | 2020-11-20T13:20:03Z | impjdi | TFLite: GPU delegate (OpenCL) not copying output data from GPU to CPU.
 4020737274 45043 | assigned | 2020-11-20T12:46:20Z | amahendrakar | use hooks to fine_tune in Estimator
 4020737188 45043 | labeled | 2020-11-20T12:46:18Z | DaerTaeKook | use hooks to fine_tune in Estimator
 4020714520 44933 | subscribed | 2020-11-20T12:39:56Z | aaudiber | Dataset.unbatch() sets cardinality to -2 when batch remainder is not explicitly dropped
 4020714514 44933 | mentioned | 2020-11-20T12:39:56Z | aaudiber | Dataset.unbatch() sets cardinality to -2 when batch remainder is not explicitly dropped
 4020712274 43258 | closed | 2020-11-20T12:39:21Z | RavitejaBadugu |  ValueError: No gradients provided for any variable: ['embedding_2/embeddings:0', 'bidirectional_4/forward_lstm_4/lstm_cell_13/kernel:0', 'bidirectional_4/forward_lstm_4/lstm_cell_13/recurrent_kernel:0', 'bidirectional_4/forward_lstm_4/lstm_cell_13/bias:0', 'bidirectional_4/backward_lstm_4/lstm_cell_14/kernel:0', 'bidirectional_4/backward_lstm_4/lstm_cell_14/recurrent_kernel:0', 'bidirectional_4/backward_lstm_4/lstm_cell_14/bias:0', 'bidirectional_5/forward_lstm_5/lstm_cell_16/kernel:0', 'bidirectional_5/forward_lstm_5/lstm_cell_16/recurrent_kernel:0', 'bidirectional_5/forward_lstm_5/lstm_cell_16/bias:0', 'bidirectional_5/backward_lstm_5/lstm_cell_17/kernel:0', 'bidirectional_5/backward_lstm_5/lstm_cell_17/recurrent_kernel:0', 'bidirectional_5/backward_lstm_5/lstm_cell_17/bias:0', 'dense_2/kernel:0', 'dense_2/bias:0'].
 4020658211 45037 | labeled | 2020-11-20T12:24:06Z | amahendrakar | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
 4020658203 45037 | labeled | 2020-11-20T12:24:06Z | amahendrakar | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
 4020658196 45037 | labeled | 2020-11-20T12:24:06Z | amahendrakar | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
 4020658188 45037 | labeled | 2020-11-20T12:24:05Z | amahendrakar | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
 4020657183 45037 | subscribed | 2020-11-20T12:23:48Z | wanghao0225 | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
 4020657181 45037 | mentioned | 2020-11-20T12:23:48Z | wanghao0225 | tensorflow version 2.2.0 ;question:WARNING:tensorflow:6 out of the last 11 calls to <function Model.make_predict_function.<locals>.predict_function at 0x0000023B864321F8> triggered tf.function retracing. Tracing is expensive and the excessive number of tracings is likely due to passing python objects instead of tensors. Also, tf.function has experimental_relax_shapes=True option that relaxes argument shapes that can avoid unnecessary retracing. Please refer to https://www.tensorflow.org/tutorials/customization/performance#python_or_tensor_args and https://www.tensorflow.org/api_docs/python/tf/function for more details.
 4020636140 45017 | assigned | 2020-11-20T12:17:35Z | rmothukuru | Filling values when rotating an image using functions like tfa.image.rotate() and tfa.image.translate()
 4020636118 45017 | unassigned | 2020-11-20T12:17:35Z | amahendrakar | Filling values when rotating an image using functions like tfa.image.rotate() and tfa.image.translate()
 4020630170 44683 | labeled | 2020-11-20T12:15:47Z | amahendrakar | Not creating XLA devices, tf_xla_enable_xla_devices not set
 4020629528 44683 | subscribed | 2020-11-20T12:15:37Z | Angit16 | Not creating XLA devices, tf_xla_enable_xla_devices not set
 4020629526 44683 | mentioned | 2020-11-20T12:15:37Z | Angit16 | Not creating XLA devices, tf_xla_enable_xla_devices not set
 4020629515 44683 | closed | 2020-11-20T12:15:36Z | amahendrakar | Not creating XLA devices, tf_xla_enable_xla_devices not set
 4020624492 45017 | labeled | 2020-11-20T12:14:13Z | amahendrakar | Filling values when rotating an image using functions like tfa.image.rotate() and tfa.image.translate()
 4020607843 45042 | labeled | 2020-11-20T12:09:34Z | google-cla[bot] | Fix typo in reshape.cc
 4020607731 45042 | labeled | 2020-11-20T12:09:32Z | tensorflow-butler[bot] | Fix typo in reshape.cc
 4020591810 45005 | subscribed | 2020-11-20T12:05:09Z | bhack | Unable to perform subsampling using tf.data.Dataset map() method.
 4020591804 45005 | mentioned | 2020-11-20T12:05:09Z | bhack | Unable to perform subsampling using tf.data.Dataset map() method.
 4020568934 44688 | subscribed | 2020-11-20T11:59:08Z | nikitamaia | Memory leak in TF 2.3.1 when using Multi-worker training
 4020568930 44688 | mentioned | 2020-11-20T11:59:08Z | nikitamaia | Memory leak in TF 2.3.1 when using Multi-worker training
 4020537826 45041 | assigned | 2020-11-20T11:50:29Z | Saduf2019 | tf2.3  keras model can't save  big embeeding:  tensorflow.SavedModel exceeds maximum protobuf size of 2GB
 4020537711 45041 | labeled | 2020-11-20T11:50:27Z | BookChan | tf2.3  keras model can't save  big embeeding:  tensorflow.SavedModel exceeds maximum protobuf size of 2GB
 4020514867 45005 | subscribed | 2020-11-20T11:43:49Z | bhack | Unable to perform subsampling using tf.data.Dataset map() method.
 4020514864 45005 | mentioned | 2020-11-20T11:43:49Z | bhack | Unable to perform subsampling using tf.data.Dataset map() method.
 4020474865 45034 | subscribed | 2020-11-20T11:32:36Z | crccw | setup.py is missing tblib dependency
 4020474862 45034 | mentioned | 2020-11-20T11:32:36Z | crccw | setup.py is missing tblib dependency
 4020474525 37552 | referenced | 2020-11-20T11:32:30Z | lgeiger | Log learning rate to TensorBoard when using schedules
 4020472671 45040 | labeled | 2020-11-20T11:32:00Z | google-cla[bot] | TFLu: Suppress compiler error for generated segfault
 4020472526 45040 | review_requested | 2020-11-20T11:31:58Z | tensorflow-butler[bot] | TFLu: Suppress compiler error for generated segfault
 4020472474 45040 | labeled | 2020-11-20T11:31:57Z | tensorflow-butler[bot] | TFLu: Suppress compiler error for generated segfault
 4020342048 45035 | labeled | 2020-11-20T10:58:08Z | ravikyram | tf.keras.layers.LSTM don't check mask shape(tensorflow-gpu with cuda)
 4020342046 45035 | labeled | 2020-11-20T10:58:08Z | ravikyram | tf.keras.layers.LSTM don't check mask shape(tensorflow-gpu with cuda)
 4020340465 45035 | subscribed | 2020-11-20T10:57:45Z | lieberman94 | tf.keras.layers.LSTM don't check mask shape(tensorflow-gpu with cuda)
 4020340459 45035 | mentioned | 2020-11-20T10:57:45Z | lieberman94 | tf.keras.layers.LSTM don't check mask shape(tensorflow-gpu with cuda)
 4020298765 45039 | labeled | 2020-11-20T10:47:02Z | google-cla[bot] | Fixed typo in documentation
 4020298704 45039 | unlabeled | 2020-11-20T10:47:02Z | google-cla[bot] | Fixed typo in documentation
 4020298327 45039 | subscribed | 2020-11-20T10:46:57Z | googlebot | Fixed typo in documentation
 4020298319 45039 | mentioned | 2020-11-20T10:46:57Z | googlebot | Fixed typo in documentation
 4020284221 45039 | labeled | 2020-11-20T10:43:28Z | google-cla[bot] | Fixed typo in documentation
 4020283704 45039 | labeled | 2020-11-20T10:43:19Z | tensorflow-butler[bot] | Fixed typo in documentation
 4020271716 45038 | assigned | 2020-11-20T10:40:03Z | ravikyram | [TFLite] Experimental new quantizer calculates the wrong scaling when the input range doesn't include 0
 4020271607 45038 | labeled | 2020-11-20T10:40:01Z | Tessil | [TFLite] Experimental new quantizer calculates the wrong scaling when the input range doesn't include 0
 4020256969 44726 | subscribed | 2020-11-20T10:36:31Z | advaitjain | Expand the TFLu Renode docs
 4020256964 44726 | mentioned | 2020-11-20T10:36:31Z | advaitjain | Expand the TFLu Renode docs
 4020202240 45013 | assigned | 2020-11-20T10:22:52Z | rmothukuru | Test linking fails due to missing ldl
 4020202235 45013 | unassigned | 2020-11-20T10:22:51Z | amahendrakar | Test linking fails due to missing ldl
 4020198485 45013 | labeled | 2020-11-20T10:21:58Z | amahendrakar | Test linking fails due to missing ldl
​ 4019101582 44961 | mentioned | 2020-11-20T04:52:57Z | Saduf2019 | Quantization op for Reshape is not supported in keras
​ 4019095828 44975 | subscribed | 2020-11-20T04:49:53Z | KarthikDutt | Conversion to TFLite fails with 2.4.0-rc1
​ 4019095825 44975 | mentioned | 2020-11-20T04:49:53Z | KarthikDutt | Conversion to TFLite fails with 2.4.0-rc1
​ 4019089521 44961 | subscribed | 2020-11-20T04:46:38Z | deandx | Quantization op for Reshape is not supported in keras
​ 4019089519 44961 | mentioned | 2020-11-20T04:46:38Z | deandx | Quantization op for Reshape is not supported in keras
​ 4019080477 45011 | labeled | 2020-11-20T04:41:41Z | Saduf2019 | Cannot run GPU on tensorflow Docker Image with Tensorflow 2.3.1
​ 4019075551 45020 | labeled | 2020-11-20T04:38:57Z | Saduf2019 | Building r2.3 branch fails on Windows 10 x64
​ 4019075285 45020 | labeled | 2020-11-20T04:38:47Z | Saduf2019 | Building r2.3 branch fails on Windows 10 x64
